C,Mexico,https://en.wikipedia.org/wiki/Mexico_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAANCAMAAAB1uQVvAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAbFBMVEUAaEdUmoT////eYG7OESb7+fj+/v3jzKiwglt+Uzzt5+P28+fJu5eTb019SzSdemrp6tvU2M7XvoqKbVOGbWDAtKno6dn8/PrM1r+PvcGAqZSTtafX0bf7+/rq69zN2sK7vKTL18Xp6939/f0PjLc1AAAAAWJLR0QCZgt8ZAAAAAd0SU1FB+EJBAs5Lzq+yKMAAABGSURBVBjTY2CAAEYmCGBmgQAGCsRZsYqzsXNwcmER5+bh5ePHFBcQFBIWERXDEBeXkJSSlpHFNEdOXkFRCat7lKnkL2RxAIwgBIX0I2SFAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDE3LTA5LTA0VDExOjU3OjQ3KzAwOjAwhy0PaQAAACV0RVh0ZGF0ZTptb2RpZnkAMjAxNy0wOS0wNFQxMTo1Nzo0NyswMDowMPZwt9UAAAAASUVORK5CYII=
C,Poland,https://en.wikipedia.org/wiki/Poland_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAOCAYAAADE84fzAAAABmJLR0QA/wD/AP+gvaeTAAAAJUlEQVQ4jWP8////fwYaASZaGTxq+DA0nPGOiM1oUhw1fBAYDgACnAZCDSzrywAAAABJRU5ErkJggg==
D,France,https://en.wikipedia.org/wiki/France_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAPBAMAAAD9gUllAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAD1BMVEUAI5VUa7j////zcHvtKTm3QYn6AAAAAWJLR0QCZgt8ZAAAAAd0SU1FB+EICgkYDMp9Jt8AAAAYSURBVAjXY2BgYGBUUlJSdnFxcWAYkhwA0kMXyxRjv6sAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTctMDgtMTBUMDk6MjQ6MTIrMDA6MDAcgLWtAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE3LTA4LTEwVDA5OjI0OjEyKzAwOjAwbd0NEQAAAABJRU5ErkJggg==
D,Australia,https://en.wikipedia.org/wiki/Australia_men%27s_national_soccer_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAMCAMAAAC+5dbKAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAyVBMVEXkgJfesMBecqADI2o2T4jpLFDEgZwBIWkkPHu4bo/yk6Zvcp0HJm2CX4rme5PZsMJ5irDJhJ+laI3vh5y/scY0TYcaN3hbb57vZX/mETnrRGSeZYsfO3thdaEQLnJneqXnrr7cdI6IfqTIhJ+Kk7bwoLHNb4w+SIIKKW6ap8RAWI7krL3gfJVzYI4hPXyjpcDyl6mDX4oUMnSfq8cFJGsGJWxPZZczTYYCImo5Uorn6vGgrMdJYJPl6PCnsssRL3IoQ4AnQn////8sKdNdAAAAAWJLR0RCENc99AAAAAd0SU1FB+YDBwo6Ma9eS8MAAACKSURBVBjTY2BgZGJmYWVj5+Dk4mZHAAYeXj5+AVZBIWERUbCAmDhEXAIEJKVApDRIQEYWuzgQyDGDzJFXUFRiVVZRVVNnZ9dgAYlragHFtXV0wfbq6RsYshsZmwDFTU2B4uwYwAxsPogwMWe2QJMEi1taWbNjE7extbOHCcDcDyYdHOEKYe5nxw4AS1kQC5zppwQAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjItMDMtMDdUMTA6NTg6NDkrMDA6MDCSPpdHAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIyLTAzLTA3VDEwOjU4OjQ5KzAwOjAw42Mv+wAAAABJRU5ErkJggg==
D,Denmark,https://en.wikipedia.org/wiki/Denmark_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABQAAAAPBAMAAAAWtvJmAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAFVBMVEXGDDDjiZr////rqrfnl6fzzdT22+ALBQzlAAAAAWJLR0QCZgt8ZAAAAAd0SU1FB+EICgEuAqrKyxUAAAAiSURBVAjXY2BgYBAyYIABcpguLi5BKS4gwKAEB8iiFFsBAEQ8Chkxk6t4AAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDE3LTA4LTEwVDAxOjQ2OjAyKzAwOjAwZml8IAAAACV0RVh0ZGF0ZTptb2RpZnkAMjAxNy0wOC0xMFQwMTo0NjowMiswMDowMBc0xJwAAAAASUVORK5CYII=
D,Tunisia,https://en.wikipedia.org/wiki/Tunisia_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAPCAMAAAA4caRkAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAe1BMVEXnABPqGyzsOUjoDiD2oKf95ef5ur/83+H2n6b3qa/0j5fpGSr1kJj4tLr3rbPrLDz82t3nAxb5vMH5wcb4sbf71dj////rKzvuTlv3rLLnAhX86OnvWWX84OL82975u8DrKjr3qK71j5f3paz2nqX84eP2naToDR/pGivISBk2AAAAAWJLR0QWfNGoGQAAAAd0SU1FB+EICgIUGp5JM2MAAABZSURBVBjTY2CgOmBkYsQiyszCysbOwYwhzsnFzcPLzocuzC8gKCQsIiomjiYuISklLSMlKyaBrl5OUB6kXgHdIEUebiVedmVM96iwsqmqqWNxqQaTBvUDBQC/ogRdb2W0fQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAxNy0wOC0xMFQwMjoyMDoyNiswMDowMIhiiYQAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMTctMDgtMTBUMDI6MjA6MjYrMDA6MDD5PzE4AAAAAElFTkSuQmCC
E,Spain,https://en.wikipedia.org/wiki/Spain_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAPCAMAAAA4caRkAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAgVBMVEXGCx7UORb/xAD6wgLklBHNhhXchRH5vQblqATXfwvKfBrSnzjwtQv0vAH9vwHVmD67YRPFgE7anrbcqE3rsiD4tgLWlVG8aSd5UVrGjHPZn1Dknyj8vwHevkK9bCG7Yja0SxLdqT3rux77wgbcuSr2vQznwTbzuhvqvBrsvhX///9KgMvKAAAAAWJLR0QqU77UngAAAAd0SU1FB+EICRMGFA5UCB4AAABOSURBVBjTY2CgEmDEDhiYIICZCRVAxVlY2dixiHNwcnHz8GKI8/ELCAoJi2CIi4qJS0hKSWOIy8jKySsoKmGIK6uoqqlraKKI43I/lQAAwI8EfW8R2sAAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTctMDgtMDlUMTk6MDY6MjArMDA6MDCe2+5wAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE3LTA4LTA5VDE5OjA2OjIwKzAwOjAw74ZWzAAAAABJRU5ErkJggg==
E,Costa Rica,https://en.wikipedia.org/wiki/Costa_Rica_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAOBAMAAAA23ZrAAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAD1BMVEUAK3+rudX////vsLfOESZU65NOAAAAAWJLR0QCZgt8ZAAAAAd0SU1FB+EICAEcGBDRrpUAAAAnSURBVAjXY2DACQQRQIBBCQEUGIwRwIDBBQEciOWgGIBiNIqlOAEA5jUWNa8jmn0AAAAldEVYdGRhdGU6Y3JlYXRlADIwMTctMDgtMDhUMDE6Mjg6MjQrMDA6MDBFVeCbAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE3LTA4LTA4VDAxOjI4OjI0KzAwOjAwNAhYJwAAAABJRU5ErkJggg==
E,Germany,https://en.wikipedia.org/wiki/Germany_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAOBAMAAAA23ZrAAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAElBMVEUAAABKAADdAAD0igD/zgD///80cvsrAAAAAWJLR0QF+G/pxwAAAAd0SU1FB+EICgkYEjByG7wAAAAgSURBVAjXY2AgAwgigACDEgIoEMsxRgADBhcEcCCSAwB5zRY1PJlWIAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAxNy0wOC0xMFQwOToyNDoxNyswMDowME64mgoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMTctMDgtMTBUMDk6MjQ6MTcrMDA6MDA/5SK2AAAAAElFTkSuQmCC
E,Japan,https://en.wikipedia.org/wiki/Japan_national_football_team,iVBORw0KGgoAAAANSUhEUgAAABcAAAAPCAMAAAA4caRkAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAWlBMVEX////78fPceJDFIUi9BTHFIknceZH88vT77vHILFG8AC3ILVL77/LXZoHXaIP+/P2/DDe/DTj66+/67O/ADjnXZ4LYaYPILlP78PPcepG+BjLFI0rce5L88/UUixQWAAAAAWJLR0QAiAUdSAAAAAd0SU1FB+EICRMGAWOJ7PUAAABRSURBVBjTY2CgMmBkYmZhZWNHF+bg5AIBbh40cV4uCOBDFeYXgIoL8qOIC3HBgDCqekGosAiqegZRqLgYmr083GBhcQl0h7JLskpJy8hSO1gAgZUD4bUoRZgAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTctMDgtMDlUMTk6MDY6MDArMDA6MDDc/ukNAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE3LTA4LTA5VDE5OjA2OjAwKzAwOjAwraNRsQAAAABJRU5ErkJggg==
